Tech_num,Tech_name,Cost,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
16,ES_4hr_Cand,Power,155.6,174.8874155,125.6865276,118.4849893,112.2837021,107.6894433,103.0680973,98.49371604,93.93299207,88.7317696,87.09626923,85.46078286,84.4473543,82.81129152,80.51043559,79.5001004,77.86322373,76.22630618,74.58934517,73.58666806,71.94915695,69.63282598,67.99458844,66.99577885,65.35691843,63.71790747,62.07873425,61.09098435,59.45133056,57.11135611
17,ES_6hr_Cand,Power,155.6,174.8874155,141.2660152,107.5700662,77.62445548,53.72322878,35.58580317,22.5255655,13.59828898,7.75450029,4.340540135,2.383971452,1.29383086,0.688584862,0.356287064,0.182036358,0.091092145,0.044624792,0.021391607,0.010116562,0.00467788,0.002093406,0.000914783,0.000393873,0.000165439,6.7747E-05,2.70286E-05,1.06118E-05,4.05455E-06,1.48818E-06
18,ES_8hr_Cand,Power,155.6,174.8874155,141.2660152,107.5700662,77.62445548,53.72322878,35.58580317,22.5255655,13.59828898,7.75450029,4.340540135,2.383971452,1.29383086,0.688584862,0.356287064,0.182036358,0.091092145,0.044624792,0.021391607,0.010116562,0.00467788,0.002093406,0.000914783,0.000393873,0.000165439,6.7747E-05,2.70286E-05,1.06118E-05,4.05455E-06,1.48818E-06
19,ES_10hr_Cand,Power,155.6,174.8874155,141.2660152,107.5700662,77.62445548,53.72322878,35.58580317,22.5255655,13.59828898,7.75450029,4.340540135,2.383971452,1.29383086,0.688584862,0.356287064,0.182036358,0.091092145,0.044624792,0.021391607,0.010116562,0.00467788,0.002093406,0.000914783,0.000393873,0.000165439,6.7747E-05,2.70286E-05,1.06118E-05,4.05455E-06,1.48818E-06
20,ES_100hr_Cand,Power,155.6,174.8874155,141.2660152,107.5700662,77.62445548,53.72322878,35.58580317,22.5255655,13.59828898,7.75450029,4.340540135,2.383971452,1.29383086,0.688584862,0.356287064,0.182036358,0.091092145,0.044624792,0.021391607,0.010116562,0.00467788,0.002093406,0.000914783,0.000393873,0.000165439,6.7747E-05,2.70286E-05,1.06118E-05,4.05455E-06,1.48818E-06
16,ES_4hr_Cand,Energy,440.78,495.4169344,400.1750269,304.7219395,219.8927216,152.1858919,100.8066216,63.80988922,38.52091143,21.96676502,12.29577944,6.753257948,3.665133462,1.950606912,1.009281569,0.515668291,0.258043673,0.126412057,0.060597638,0.028657958,0.013251388,0.005930152,0.002591377,0.001115754,0.000468652,0.000191912,7.65659E-05,3.0061E-05,1.14856E-05,4.21568E-06
17,ES_6hr_Cand,Energy,440.78,495.4169344,400.1750269,304.7219395,219.8927216,152.1858919,100.8066216,63.80988922,38.52091143,21.96676502,12.29577944,6.753257948,3.665133462,1.950606912,1.009281569,0.515668291,0.258043673,0.126412057,0.060597638,0.028657958,0.013251388,0.005930152,0.002591377,0.001115754,0.000468652,0.000191912,7.65659E-05,3.0061E-05,1.14856E-05,4.21568E-06
18,ES_8hr_Cand,Energy,440.78,495.4169344,400.1750269,304.7219395,219.8927216,152.1858919,100.8066216,63.80988922,38.52091143,21.96676502,12.29577944,6.753257948,3.665133462,1.950606912,1.009281569,0.515668291,0.258043673,0.126412057,0.060597638,0.028657958,0.013251388,0.005930152,0.002591377,0.001115754,0.000468652,0.000191912,7.65659E-05,3.0061E-05,1.14856E-05,4.21568E-06
19,ES_10hr_Cand,Energy,440.78,495.4169344,400.1750269,304.7219395,219.8927216,152.1858919,100.8066216,63.80988922,38.52091143,21.96676502,12.29577944,6.753257948,3.665133462,1.950606912,1.009281569,0.515668291,0.258043673,0.126412057,0.060597638,0.028657958,0.013251388,0.005930152,0.002591377,0.001115754,0.000468652,0.000191912,7.65659E-05,3.0061E-05,1.14856E-05,4.21568E-06
20,ES_100hr_Cand,Energy,440.78,495.4169344,400.1750269,304.7219395,219.8927216,152.1858919,100.8066216,63.80988922,38.52091143,21.96676502,12.29577944,6.753257948,3.665133462,1.950606912,1.009281569,0.515668291,0.258043673,0.126412057,0.060597638,0.028657958,0.013251388,0.005930152,0.002591377,0.001115754,0.000468652,0.000191912,7.65659E-05,3.0061E-05,1.14856E-05,4.21568E-06
21,Li_Ion_Cand,Power,105.61,118.7008994,85.30690345,80.41902135,76.21003715,73.09178734,69.9551527,66.85039429,63.75490548,60.22469272,59.11463364,58.00458405,57.31674221,56.2063014,54.64464719,53.95890491,52.84791169,51.73689072,50.62584025,49.94529572,48.83387188,47.26171434,46.14979747,45.47187792,44.35953827,43.24709645,42.1345445,41.46413147,40.35125334,38.76304832
22,Flow_Cand,Power,165.8,186.3517576,133.9256187,126.2520002,119.6442019,114.748777,109.8244893,104.950245,100.0905532,94.54837661,92.80566478,91.06296786,89.98310632,88.2397952,85.78811196,84.71154657,82.96736822,81.22314631,79.47887807,78.41047278,76.66561839,74.19744568,72.45181725,71.38753299,69.64124084,67.89478829,66.14816284,65.09566327,63.34852575,60.85515966
23,Grav_Cand,Power,910.34,1023.181297,735.3308067,693.1981052,656.9173868,630.0386108,603.0013607,576.2388783,549.5562982,519.1264726,509.5579546,499.9895184,494.0604403,484.4886319,471.0274417,465.1164614,455.5398913,445.9630821,436.3860185,430.5198419,420.93956,407.3878329,397.8033011,391.9597514,382.3715753,372.7825185,363.1925124,357.4136677,347.82085,334.1307964
24,PSH_Cand,Power,1792.65,2014.858132,1448.020268,1365.05216,1293.607832,1240.677896,1187.435891,1134.734962,1082.191377,1022.268681,1003.426266,984.5840128,972.908417,954.0595228,927.5516219,915.9116644,897.0533935,878.1946515,859.3354088,847.7836793,828.918099,802.2319119,783.3579626,771.8507902,752.9696646,734.0868048,715.2020755,703.8223206,684.9320548,657.9734739
25,Therm_Cand,Power,1647.03,1851.187789,1330.395125,1254.166658,1188.525873,1139.895526,1090.97846,1042.558516,994.2831358,939.2280623,921.9162488,904.6045835,893.8774162,876.5596495,852.2050304,841.5106065,824.1842248,806.8574105,789.530136,778.9167731,761.5836759,737.065253,719.7244666,709.1520413,691.8046617,674.4556886,657.1049979,646.6496398,629.2938623,604.5251726
26,CAES_Cand,Power,1153,1295.920245,931.3404004,877.9768167,832.0251191,797.9815434,763.7372508,729.8409678,696.0458859,657.5046938,645.385594,633.2665979,625.7570662,613.633799,596.5843974,589.0977877,576.9684895,564.8388884,552.7089651,545.279102,533.1451026,515.9810305,503.8416483,496.4404435,484.2964457,472.1513323,460.0050166,452.6857645,440.5358877,423.1966169
27,Zinc_Cand,Power,130.605,146.7941574,105.4967155,99.45200533,94.24686963,90.39061533,86.51162501,82.67205516,78.84394877,74.47823116,73.10545144,71.73268345,70.88204825,69.50879646,67.57754139,66.72950265,65.35556771,63.98159845,62.60759271,61.76598189,60.39151441,58.44727016,57.07219295,56.23382838,54.85822835,53.48250196,52.10663937,51.27755791,49.90129195,47.93720222
28,Hydrogen_Cand,Power,2893.69,3252.377669,2337.389769,2203.46291,2088.137699,2002.698363,1916.755286,1831.685612,1746.869922,1650.142894,1619.727528,1589.312421,1570.465711,1540.039885,1497.250915,1478.461732,1448.02077,1417.579048,1387.136518,1368.489753,1338.036992,1294.960233,1264.493963,1245.919121,1215.441268,1184.960615,1154.476944,1136.10778,1105.615172,1062.098715
21,Li_Ion_Cand,Energy,384.31,431.9471892,310.8156999,293.4530123,278.6222521,266.6972667,254.7880152,242.8514837,230.9070193,219.3345955,215.5346656,211.7347276,207.5734603,203.773857,200.3604063,196.1973422,192.3982117,188.599105,184.8000235,180.6325111,176.8337491,173.4292872,169.6309472,165.4611883,161.6632101,157.8653194,154.0675228,149.8913398,146.0938224,142.7030942
22,Flow_Cand,Energy,413.01,464.204701,334.0271974,315.3678764,299.4295655,286.6140306,273.8154046,260.9874614,248.1509928,235.7143486,231.6306426,227.5469278,223.0749,218.9915451,215.3231803,210.8492215,206.7663746,202.6835532,198.600759,194.1220197,190.0395689,186.3808642,182.2988668,177.8177133,173.7361047,169.6545902,165.5731769,161.0851194,157.0040062,153.3600607
23,Grav_Cand,Energy,398.96,448.4131316,322.6640776,304.6395196,289.2434068,276.8638378,264.5006025,252.1090473,239.7092566,227.695689,223.7509047,219.806112,215.4862161,211.541771,207.9981986,203.6764374,199.732483,195.7885533,191.8446498,187.5182707,183.5746989,180.0404581,176.0973243,171.7686131,167.8258549,163.8831876,159.940618,155.6052378,151.662958,148.1429743
24,PSH_Cand,Energy,78.5,88.23047632,63.48789375,59.94135324,56.91198977,54.4761662,52.04355649,49.6053745,47.1655721,44.80176355,44.02558156,43.24939792,42.39940837,41.62329311,40.92605421,40.07569764,39.29967895,38.52366511,37.74765643,36.89639124,36.12044782,35.42504501,34.64918778,33.79746372,33.0216804,32.24591494,31.47016873,30.61713246,29.84144327,29.1488457
25,Therm_Cand,Energy,133.27,149.7894978,107.783842,101.7628554,96.61988377,92.48456905,88.35471048,84.21539184,80.07332222,76.06026788,74.74253828,73.42480586,71.98177265,70.66415634,69.48044898,68.03679268,66.71934031,65.40189617,64.08446079,62.63926192,61.32193735,60.14134711,58.82416886,57.37819096,56.06113818,54.74411572,53.42712594,51.97892029,50.66202731,49.48619957
26,CAES_Cand,Energy,6.74,7.575457457,5.451062469,5.146556953,4.886456191,4.677316691,4.46845313,4.259111135,4.049630012,3.846673711,3.780030825,3.713387796,3.640407801,3.573770644,3.513905801,3.440894295,3.374265429,3.307636979,3.241008972,3.167919452,3.101297049,3.041589852,2.974974849,2.90184593,2.835237273,2.768630149,2.702024678,2.628783093,2.562182517,2.502716179
27,Zinc_Cand,Energy,447.715,503.2115631,362.0953165,341.8680632,324.5904649,310.6980478,296.8239604,282.9180923,269.0029823,255.5212939,251.0944363,246.6675693,241.8197595,237.3932825,233.416667,228.566764,224.1408377,219.7149392,215.28907,210.4339848,206.0084879,202.0423443,197.6173389,192.7596366,188.3350527,183.9105708,179.4861986,174.6210122,170.1969652,166.2468211
28,Hydrogen_Cand,Energy,5.82,6.541418754,4.70700053,4.444059565,4.219462171,4.038869902,3.858515908,3.677748785,3.496861524,3.321608457,3.264062226,3.206515871,3.143497538,3.085956254,3.034262873,2.971217329,2.913683204,2.856149439,2.798616056,2.735503147,2.677974603,2.62641735,2.568895196,2.505748266,2.448231591,2.390716241,2.333202318,2.269958101,2.212448405,2.161099134
30,Iron_Air_Cand,Power,1647.03,1851.19,1813.28,1768.86,1587.81,1592.86,1598.4,1604.47,1611.16,1618.54,1607.54,1596.47,1585.31,1574.07,1562.73,1551.29,1539.76,1528.12,1516.38,1504.52,1492.54,1480.44,1468.21,1455.85,1443.35,1430.7,1417.89,1404.92,1391.79,1378.47
30,Iron_Air_Cand,Energy,133.27,149.79,143.42,136.31,118.75,113.85,108.94,104.02,99.09,94.14,92.43,90.71,89,87.29,85.58,83.88,82.18,80.47,78.77,77.08,75.38,73.69,72,70.31,68.63,66.94,65.26,63.59,61.92,60.25
